last_name, first_name,year,pitch_hand,n,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,
Perdomo, Luis,2019,R,1040,34.3,86.6,2295,1.1,-37.4,2.5,1.3,,,,,,,,
Britton, Zack,2019,L,933,13.6,80.6,2562,-11.2,-51.5,13.6,1.4,,,,,,,,
Bass, Anthony,2019,R,714,33.1,87.3,2294,5.4,-35.4,5.9,1.6,,,,,,,,
Rondon, Hector,2019,R,971,35.4,86.8,2348,5.9,-37.6,6.5,1.6,,,,,,,,
Pena, Felix,2019,R,1570,39.4,82.5,2498,1.7,-40.6,3.3,1.7,,,,,,,,
Rodon, Carlos,2019,L,696,37.2,83.8,2452,-6.9,-41.5,7.7,2,,,,,,,,
Grace, Matt,2019,L,704,30.2,83.4,2001,-4.2,-38.0,5.5,1.3,0.1,77.8,,-4.7,-50.0,5.3,,
Pineda, Michael,2019,R,2184,29.4,83.9,2011,-1.4,-37.4,3.3,1.8,,,,,,,,
Keuchel, Dallas,2019,L,1864,11.4,78.4,2229,-8.1,-46.5,9.2,1.6,,,,,,,,
Bummer, Aaron,2019,L,1039,3.1,84.9,2245,-14.4,-36.0,14.9,1.2,,,,,,,,
Mayza, Tim,2019,L,921,35.6,87.8,2186,0.2,-31.6,4.4,1.5,,,,,,,,
Wingenter, Trey,2019,R,906,45.0,85.8,2180,1.8,-38.3,3,1.4,,,,,,,,
Jewell, Jake,2019,R,412,35.6,84.8,2322,4.8,-42.3,6.5,1.3,,,,,,,,
Springs, Jeffrey,2019,L,665,11.2,83.7,2163,-4.8,-39.4,5.5,1.7,,,,,,,,
Lucchesi, Joey,2019,L,2641,,,,,,,,,,,,,,,
Soroka, Mike,2019,R,2555,24.2,83.2,2776,6.4,-45.8,7.8,2.1,,,,,,,,
Barria, Jaime,2019,R,1498,47.0,83.9,2239,3.3,-33.9,7.7,2,,,,,,,,
Chirinos, Yonny,2019,R,1984,21.5,87.5,2335,3.6,-29.6,7.7,1.8,,,,,,,,
Feliz, Michael,2019,R,1015,20.1,81.8,2374,7.9,-37.6,9.5,2,,,,,,,,
Soto, Gregory,2019,L,1104,23.8,84.9,2326,-3.7,-34.7,5.6,2.6,,,,,,,,
Strop, Pedro,2019,R,725,39.8,83.1,2429,4.7,-42.6,5.8,1.4,,,,,,,,
Dyson, Sam,2019,R,847,6.9,82.8,3270,17.3,-51.7,19.8,1.5,,,,,,,,
Cishek, Steve,2019,R,1109,40.0,78.9,2282,10.4,-44.1,10.8,1.4,,,,,,,,
Cisnero, Jose,2019,R,646,30.4,86.6,2511,4.5,-35.4,6.2,2.3,,,,,,,,
Robles, Hansel,2019,R,1141,21.4,89.1,2406,0.1,-30.4,5.4,1.9,,,,,,,,
Ottavino, Adam,2019,R,1157,44.8,81.8,2877,18.4,-40.0,18.7,1.6,,,,,,,,
Jansen, Kenley,2019,R,1049,12.2,81.8,2387,6.3,-43.8,7.6,1.6,,,,,,,,
Hardy, Blaine,2019,L,689,,,,,,,,20.0,76.5,1952,-6.2,-62.7,16,1.3,
Shoemaker, Matt,2019,R,417,17.7,81.7,2036,1.9,-38.9,4.2,1.5,2.3,76.4,2005,10.4,-51.8,11.3,1.6,
Law, Derek,2019,R,1192,30.4,84.8,2245,4.5,-41.8,6.4,2.2,19.8,76.8,2045,3.6,-57.4,11.2,2.2,
Buchter, Ryan,2019,L,783,,,,,,,,22.4,77.6,2087,-16.1,-49.6,16.7,2.8,
Guerrero, Tayron,2019,R,900,20.4,87.3,1954,4.1,-35.0,4.7,1.7,,,,,,,,
Diekman, Jake,2019,L,1183,46.0,85.0,2813,-5.9,-41.6,7.1,1.5,,,,,,,,
Doolittle, Sean,2019,L,1074,5.7,80.9,2424,-8.7,-39.9,9.5,1.6,,,,,,,,
Sanchez, Anibal,2019,R,2689,2.7,83.2,2306,5.9,-35.7,7.6,1.8,5.9,76.9,2113,3.7,-49.4,4.9,1.5,
Paddack, Chris,2019,R,2280,,,,,,,,10.4,76.1,2145,6.2,-60.7,14.4,1.9,
Hudson, Dakota,2019,R,2845,25.6,87.4,2430,2.3,-34.9,4.3,1.4,9.9,81.9,2196,9.4,-44.5,10.3,1.5,
Anderson, Tanner,2019,R,422,18.0,84.9,2434,0.8,-37.1,3,1.5,,,,,,,,
Montero, Rafael,2019,R,459,13.7,85.1,2434,8.0,-37.5,8.4,1.4,,,,,,,,
Odorizzi, Jake,2019,R,2785,,,,,,,,6.4,75.4,2253,9.0,-61.9,14.9,1.4,
Lambert, Peter,2019,R,1581,12.1,87.6,2164,3.2,-30.4,7.2,1.5,12.8,78.0,2277,5.4,-60.2,14.8,2.1,
Chen, Wei-Yin,2019,L,1151,22.6,85.8,2291,-5.4,-30.6,9,1.8,22.4,74.1,2299,-7.8,-63.0,14.5,1.8,
Wood, Hunter,2019,R,752,28.0,86.6,2555,6.2,-32.5,8.6,1.7,5.0,76.7,2328,7.8,-62.4,16.4,1.4,
Duke, Zach,2019,L,389,31.6,80.4,2495,-10.8,-39.7,12.4,1.5,12.0,74.1,2348,-15.4,-60.4,17.8,1.2,
Fedde, Erick,2019,R,1287,,,,,,,,19.7,79.2,2355,11.7,-49.9,13.2,1.7,
Anderson, Tyler,2019,L,428,,,,,,,,6.5,73.4,2377,-1.5,-62.1,9.8,1.6,
Tanaka, Masahiro,2019,R,2783,36.3,83.3,2391,6.7,-39.8,7.5,1.6,3.1,76.1,2391,9.2,-58.2,13.1,1.7,
Gallen, Zac,2019,R,1387,,,,,,,,18.8,79.2,2404,9.1,-54.4,13.9,1.8,
Yacabonis, Jimmy,2019,R,770,29.7,82.7,2565,6.9,-44.7,8.2,2.1,,,,,,,,
Osich, Josh,2019,L,1053,11.3,77.9,2288,-1.3,-51.9,5.2,3,,,,,,,,
Kittredge, Andrew,2019,R,817,37.3,88.3,2744,7.3,-33.8,7.7,1.3,,,,,,,,
Holder, Jonathan,2019,R,690,24.9,80.9,2779,11.5,-47.4,12.6,2,,,,,,,,
Brasier, Ryan,2019,R,978,31.9,85.2,2481,6.8,-37.3,7.3,1.6,,,,,,,,
VerHagen, Drew,2019,R,945,30.3,84.8,2279,9.0,-38.6,9.2,1.7,16.4,78.4,2414,11.6,-62.0,19.3,1.8,
Ryan, Kyle,2019,L,1052,,,,,,,,12.8,79.8,2424,-9.4,-48.0,10.4,1.3,
Foltynewicz, Mike,2019,R,1888,28.4,85.4,2443,3.5,-33.8,6.9,1.9,10.0,79.4,2436,4.7,-47.9,6.5,2,
Diaz, Edwin,2019,R,1071,33.8,89.5,2367,1.3,-28.2,6,1.6,,,,,,,,
Pannone, Thomas,2019,L,1255,0.0,84.4,2348,3.5,-30.6,9.3,,22.8,73.7,2447,-13.4,-58.2,15.1,1.4,
Toussaint, Touki,2019,R,777,,,,,,,,27.4,77.5,2470,12.5,-58.2,17.7,1.6,
Gibson, Kyle,2019,R,2763,20.7,84.1,2469,5.5,-40.0,6.1,1.3,12.7,80.1,2482,6.6,-51.5,11.3,1.5,
Flaherty, Jack,2019,R,3179,27.5,84.8,2381,6.4,-33.3,8.5,1.9,12.0,78.2,2501,12.9,-56.5,17.3,1.9,
Barlow, Scott,2019,R,1300,43.5,83.8,2445,8.4,-42.1,9.2,1.9,13.3,77.2,2516,14.9,-58.0,19.3,1.7,
May, Trevor,2019,R,1166,14.4,83.9,2556,5.9,-43.2,7.8,1.5,12.6,78.9,2527,10.2,-56.1,15.9,1.5,
Norris, Daniel,2019,L,2360,22.7,84.3,2512,-5.3,-39.2,6.3,1.8,6.5,75.8,2536,-7.7,-64.7,16.8,1.3,
Bauer, Trevor,2019,R,3686,13.8,79.6,2740,19.0,-46.8,19.4,1.7,19.6,79.1,2549,8.3,-63.6,20.4,1.7,
Turnbull, Spencer,2019,R,2658,20.6,86.5,2438,5.2,-36.1,6,1.9,12.0,80.3,2570,11.2,-56.0,16.7,2.1,
Dominguez, Seranthony,2019,R,464,34.0,89.5,2438,4.5,-32.5,5.5,1.3,,,,,,,,
Wilson, Justin,2019,L,691,8.2,83.8,2566,-6.9,-43.0,7.7,1.4,,,,,,,,
Chacin, Jhoulys,2019,R,1944,49.5,79.8,2354,12.8,-41.0,13.7,1.6,0.5,77.0,2582,13.4,-54.7,14.9,1.6,
Rodriguez, Dereck,2019,R,1664,,,,,,,,16.8,75.6,2589,11.7,-61.0,17.4,1.5,
Banuelos, Manny,2019,L,947,33.4,85.3,2265,-2.1,-34.8,5,1.9,10.3,78.8,2602,-12.4,-48.0,12.9,1.8,
Darvish, Yu,2019,R,2846,13.7,82.4,2725,16.7,-39.9,17.2,2.1,6.9,77.2,2624,11.4,-59.8,17.1,3.7,
Wisler, Matt,2019,R,935,70.4,83.5,2478,5.2,-37.5,7.7,1.8,0.3,75.3,2651,4.6,-60.9,11.3,1.5,
Holmes, Clay,2019,R,872,11.9,86.8,2424,2.8,-38.1,3.9,1.5,23.8,81.6,2684,9.9,-55.2,16.4,1.1,
Buchholz, Clay,2019,R,963,,,,,,,,17.4,75.1,2707,13.7,-61.1,17.8,1.8,
Ramirez, Neil,2019,R,461,31.0,84.6,2364,6.3,-38.6,6.7,1.3,13.2,79.4,2731,8.6,-52.6,12.4,1.6,
Urias, Julio,2019,L,1344,17.2,84.6,2584,-5.7,-37.9,7,2,6.1,77.3,2746,-7.5,-57.5,12.1,2.1,
Maton, Phil,2019,R,608,,,,,,,,21.5,77.4,2764,17.6,-52.5,19.1,2,
Brigham, Jeff,2019,R,690,48.5,83.0,2991,17.9,-43.1,18.2,1.2,,,,,,,,
Olson, Tyler,2019,L,543,,,,,,,,41.9,73.4,2775,-20.5,-57.7,20.9,1.2,
McHugh, Collin,2019,R,1294,43.3,79.5,2825,16.9,-44.0,17.2,1.7,8.0,74.5,2797,13.7,-62.9,18.4,1.8,
Brewer, Colten,2019,R,1016,11.0,88.2,2587,7.8,-35.8,8.1,1.8,44.5,81.9,2825,11.7,-58.8,20,1.5,
Pivetta, Nick,2019,R,1618,12.3,85.7,2306,4.7,-36.4,5.6,2.2,35.2,80.5,2861,11.7,-59.1,19.8,1.9,
Glasnow, Tyler,2019,R,902,,,,,,,,29.2,83.5,2907,5.6,-56.1,18.3,1.6,
Cahill, Trevor,2019,R,1720,,,,,,,,21.8,79.4,2950,11.7,-56.2,16.6,1.4,
McKay, David,2019,R,507,,,,,,,,37.0,78.4,3054,18.3,-53.9,20.4,1.4,
Smyly, Drew,2019,L,2130,,,,,,,,29.2,77.4,1950,4.1,-49.3,5,1.5,
Houser, Adrian,2019,R,1810,11.8,87.9,2216,3.9,-30.2,7.5,2.1,13.9,80.6,2004,3.1,-58.3,16.1,1.4,
Ruiz, Jose,2019,R,753,23.7,88.3,2261,4.6,-32.6,6.6,2.1,1.3,82.1,2043,3.8,-44.2,4.5,1.5,
Lopez, Reynaldo,2019,R,3161,18.2,84.4,2120,3.5,-35.3,5.3,2.2,8.3,78.3,2084,3.4,-49.0,5.5,2.2,
Ross, Joe,2019,R,1138,20.6,88.0,1933,2.0,-29.7,6.2,1.3,8.9,81.3,2106,1.5,-46.4,4.8,1.2,
Detwiler, Ross,2019,L,1157,1.9,83.8,2177,-1.4,-39.7,4.2,1.6,14.0,78.1,2145,-5.5,-54.7,9.6,1.3,
Clippard, Tyler,2019,R,929,,,,,,,,3.8,74.4,2178,6.4,-63.8,14.9,1.3,
Quintana, Jose,2019,L,2734,,,,,,,,27.2,77.0,2215,-8.6,-54.5,12,1.1,
Boyd, Matthew,2019,L,3101,36.2,79.6,2377,-4.2,-46.0,5.4,1.8,3.9,72.2,2248,-14.5,-61.1,16.5,1.7,
Price, David,2019,L,1861,,,,,,,,2.4,80.4,2264,-5.0,-45.2,5.6,1.7,
Rodriguez, Eduardo,2019,L,3494,2.3,85.2,2214,-5.6,-34.9,7.3,3.1,3.1,82.4,2285,-4.1,-46.1,6.8,2.5,
Woodruff, Brandon,2019,R,1978,19.8,88.4,2324,3.2,-32.8,4.7,1.4,1.8,81.2,2298,2.6,-43.5,3.8,1.5,
Urena, Jose,2019,R,1372,19.8,85.8,2315,1.9,-30.8,7.8,1.7,6.1,84.7,2328,4.7,-37.3,5.4,1.5,
Gonzales, Marco,2019,L,3157,,,,,,,,15.9,76.3,2346,-8.4,-60.7,14.8,1.4,
Lynn, Lance,2019,R,3435,,,,,,,,9.5,81.2,2352,7.8,-52.0,12.6,1.7,
Lauer, Eric,2019,L,2504,8.0,81.6,2393,-2.9,-45.0,4.9,2.1,13.7,77.1,2376,-4.8,-55.1,9.1,1.5,
Smith, Burch,2019,R,425,0.2,85.7,2247,3.7,-37.4,3.8,,20.0,78.2,2388,11.3,-58.7,17.4,1.9,
Fry, Jace,2019,L,1054,,,,,,,,18.5,78.4,2412,-6.5,-60.6,15.3,1.4,
Helsley, Ryan,2019,R,577,,,,,,,,8.6,81.0,2421,0.9,-49.6,7.4,1.8,
Vargas, Jason,2019,L,2504,,,,,,,,15.1,70.6,2433,-12.8,-65.7,15.5,2.1,
Covey, Dylan,2019,R,1018,0.2,83.4,2045,3.7,-40.8,4.3,1.6,9.7,82.0,2447,3.4,-46.9,6.3,2.2,
Snell, Blake,2019,L,1890,6.7,87.3,2367,-5.1,-31.6,7,1.6,24.5,81.0,2464,-5.6,-50.7,10.1,1.7,
Alcantara, Sandy,2019,R,3090,21.4,86.0,2477,4.3,-37.0,5.5,1.6,8.6,82.0,2481,5.5,-47.5,7.7,2.3,
Samardzija, Jeff,2019,R,3001,18.0,84.6,2449,-0.3,-31.4,7.8,1.6,2.4,76.3,2498,6.3,-58.7,12.5,1.7,
Harvey, Matt,2019,R,942,28.0,87.2,2413,2.3,-31.2,6.4,1.3,14.3,81.4,2516,2.9,-49.8,7.8,1.4,
Kikuchi, Yusei,2019,L,2629,27.9,86.0,2220,-3.5,-34.0,5.6,2,15.4,75.0,2527,-6.9,-63.7,16,2,
Cole, Taylor,2019,R,911,21.7,87.4,2395,1.9,-28.8,7.3,1.9,4.8,82.2,2535,6.5,-42.7,7.4,1.9,
Crichton, Stefan,2019,R,467,,,,,,,,32.9,78.8,2546,12.8,-54.7,15.8,1.2,
Strahm, Matt,2019,L,1787,30.1,86.0,2461,-2.9,-30.6,8.4,2.1,17.4,80.2,2570,-7.7,-44.7,8,2.3,
Ramirez, Yefry,2019,R,464,14.4,88.3,2459,-0.6,-26.5,9.3,1.7,3.4,80.3,2581,5.4,-44.0,5.7,1.5,
Hernandez, Darwinzon,2019,L,681,25.1,82.7,2625,-8.4,-44.1,9.7,1.8,0.5,76.0,2588,-12.8,-55.2,14.7,1.5,
German, Domingo,2019,R,2246,,,,,,,,36.1,81.7,2599,1.5,-46.8,5.3,1.5,
Hoffman, Jeff,2019,R,1256,0.9,83.7,2486,3.3,-37.9,4.3,1.4,28.9,77.1,2624,11.1,-59.7,17.1,1.8,
Johnson, DJ,2019,R,489,,,,,,,,36.1,82.5,2641,4.8,-52.0,12,1.3,
Stripling, Ross,2019,R,1444,15.9,86.3,2369,4.9,-31.3,8.6,1.9,28.5,79.8,2650,5.4,-58.7,15.1,1.5,
Tarpley, Stephen,2019,L,525,47.4,81.4,2229,-10.9,-37.2,13,1.6,1.7,76.9,2665,-14.7,-64.1,21.7,1.5,
Kelly, Merrill,2019,R,2962,,,,,,,,21.3,80.6,2683,9.6,-55.3,15.9,1.8,
Melancon, Mark,2019,R,1067,,,,,,,,31.0,82.1,2702,3.9,-57.7,16.3,1.2,
Straily, Dan,2019,R,966,19.9,83.6,2643,6.0,-37.3,7.2,1.6,3.5,76.1,2729,9.8,-54.2,11.5,1.6,
Taillon, Jameson,2019,R,555,31.8,88.7,2473,5.4,-30.0,7.8,1.7,15.6,82.1,2746,10.4,-52.7,15.7,1.4,
Payano, Pedro,2019,R,417,20.6,84.2,2543,3.7,-36.6,5.6,1.2,13.1,79.8,2763,8.2,-48.1,9.4,1.4,
Fulmer, Carson,2019,R,556,,,,,,,,8.0,82.8,2795,7.6,-48.4,11,1.2,
Verlander, Justin,2019,R,3242,28.6,87.5,2612,4.1,-30.2,7.8,1.3,17.2,79.4,2821,7.6,-57.4,14.6,1.4,
Burnes, Corbin,2019,R,887,31.0,87.9,2850,6.3,-35.0,6.8,1.7,7.7,80.9,2853,11.4,-49.0,13.6,1.5,
Brice, Austin,2019,R,779,,,,,,,,44.6,81.7,2903,12.4,-44.0,12.9,1.3,
Civale, Aaron,2019,R,861,14.4,83.6,2805,9.6,-38.5,10.8,1.5,11.0,75.5,2930,12.8,-67.7,21.2,1.7,
Ferguson, Caleb,2019,L,824,,,,,,,,21.7,76.2,3023,-12.1,-64.8,20.2,1.9,
Pressly, Ryan,2019,R,803,29.0,90.2,2740,5.2,-32.0,6.4,1.5,35.2,83.0,3305,16.8,-53.8,20.8,1.4,
Manaea, Sean,2019,L,443,21.6,79.3,2000,-1.2,-42.9,3.9,1.8,,,,,,,,
Morin, Mike,2019,R,717,15.4,81.7,2118,5.1,-39.7,6.1,2.1,,,,,,,,
Alcantara, Victor,2019,R,686,9.1,89.2,2024,-7.9,-29.0,10.5,1.5,,,,,,,,
Cordero, Jimmy,2019,R,542,7.1,83.5,2234,2.1,-45.3,7.1,1.8,,,,,,,,
Drake, Oliver,2019,R,939,,,,,,,,,,,,,,,
Otero, Dan,2019,R,416,13.9,78.9,2135,6.6,-47.1,7.9,1.5,,,,,,,,
Bailey, Homer,2019,R,2805,14.2,87.3,1837,2.4,-30.1,6.5,1.8,8.8,78.4,1925,10.1,-53.5,13.4,1.7,
Miller, Andrew,2019,L,961,61.2,82.4,2598,-11.1,-40.7,11.4,1.5,,,,,,,,
Castillo, Diego,2019,R,1119,51.4,88.7,2348,5.5,-34.3,6.9,1.6,,,,,,,,
Bradley, Archie,2019,R,1284,,,,,,,,24.6,82.1,1978,3.1,-49.0,9.4,1.7,
Brault, Steven,2019,L,1999,6.0,81.2,2192,-6.8,-42.5,7.3,1.2,1.0,71.1,2032,-12.4,-55.2,12.7,2.6,
Wacha, Michael,2019,R,2196,,,,,,,,10.2,75.3,2066,8.5,-60.0,14.3,1.5,
Claudio, Alex,2019,L,969,17.6,76.6,2238,-6.2,-46.0,7.1,1.5,0.1,69.9,2099,-7.8,-57.0,8.3,,
Gaviglio, Sam,2019,R,1427,44.2,84.3,2140,0.7,-34.6,5.1,1.3,3.5,79.8,2128,5.2,-47.0,6.6,1.4,
Parker, Blake,2019,R,1020,,,,,,,,15.4,76.0,2170,7.3,-59.4,14,1.4,
Conley, Adam,2019,L,1061,13.9,86.1,2112,-2.0,-35.9,3.9,1.9,7.4,83.0,2208,-4.2,-43.9,5.9,1.8,
Richards, Trevor,2019,R,2288,,,,,,,,7.2,78.9,2228,3.9,-51.9,8.6,1.6,
Nova, Ivan,2019,R,3000,,,,,,,,16.7,79.9,2258,2.8,-50.5,7.2,1.8,
Hale, David,2019,R,599,,,,,,,,18.3,82.1,2294,6.5,-40.4,7,1.5,
Hernandez, David,2019,R,776,,,,,,,,16.1,82.0,2341,5.3,-44.7,6.8,1.3,
Dugger, Robert,2019,R,568,24.2,79.1,2311,5.6,-45.1,5.9,1.3,13.2,72.8,2350,12.9,-60.9,14.9,1.7,
Wojciechowski, Asher,2019,R,1467,19.2,85.7,2408,5.9,-31.7,8.1,1.5,24.5,80.6,2371,13.6,-43.9,14,1.4,
Jeffress, Jeremy,2019,R,859,,,,,,,,28.4,81.0,2385,9.4,-48.4,11.4,1.5,
Alvarez, Jose,2019,L,984,10.8,83.3,2354,-4.6,-34.1,7.4,2.2,7.6,81.6,2395,-7.1,-40.0,7.4,1.6,
Alexander, Tyler,2019,L,918,15.5,85.3,2441,-3.5,-32.0,7.6,1.3,18.4,81.0,2427,-5.2,-43.6,5.9,1.5,
Dowdy, Kyle,2019,R,438,14.8,87.1,2181,3.8,-33.3,6.3,2,13.9,78.1,2477,9.5,-62.7,19.6,1.4,
Font, Wilmer,2019,R,1523,13.3,84.1,2259,5.9,-36.0,7.1,2.1,19.0,76.4,2492,9.9,-59.6,16.1,1.8,
Giolito, Lucas,2019,R,2814,14.7,84.6,2036,2.6,-32.3,6.8,1.5,4.1,79.4,2512,6.8,-59.6,16.8,1.6,
Anderson, Shaun,2019,R,1583,30.5,86.3,2649,5.7,-36.2,6.6,1.9,2.9,77.8,2519,5.9,-58.0,13.3,1.7,
Shawaryn, Mike,2019,R,461,32.9,85.0,2559,1.7,-36.9,3.1,1.3,22.1,80.9,2541,7.9,-45.9,8.9,1.3,
Allen, Logan,2019,L,449,22.9,83.5,2414,-5.0,-40.4,5.6,1.9,7.5,76.6,2561,-8.7,-59.5,14.3,1.8,
Nola, Aaron,2019,R,3331,,,,,,,,35.2,79.1,2574,14.9,-55.1,18.4,1.5,
Noesi, Hector,2019,R,497,29.1,88.1,2202,0.4,-27.2,9,1.4,16.7,80.1,2586,6.4,-49.0,8.1,1.2,
Mahle, Tyler,2019,R,2138,,,,,,,,23.1,80.4,2595,7.5,-50.2,10.6,1.9,
Davies, Zach,2019,R,2676,0.7,80.4,2426,5.3,-43.3,6.1,1.6,3.5,75.5,2636,8.7,-59.3,12.9,1.4,
Wheeler, Zack,2019,R,3158,19.7,91.2,2386,2.1,-26.2,7.2,1.6,9.9,80.7,2647,8.1,-54.1,14.2,1.6,
Reininger, Zac,2019,R,533,23.4,83.7,2510,6.7,-38.7,7.8,2.2,12.7,80.5,2660,8.0,-52.0,12,1.5,
Stroman, Marcus,2019,R,3046,30.8,85.7,2838,11.2,-37.8,11.6,2,0.9,75.4,2671,15.3,-55.6,16,2.5,
Gonzalez, Gio,2019,L,1399,,,,,,,,16.3,75.3,2688,-11.7,-66.9,20.3,1.4,
Ramirez, Noe,2019,R,1106,,,,,,,,37.3,77.7,2741,13.6,-50.0,14.2,1.2,
Wainwright, Adam,2019,R,2783,,,,,,,,36.8,74.9,2752,18.4,-62.4,22.1,2.1,
Nelson, Jimmy,2019,R,407,27.0,85.5,2794,12.2,-38.2,12.7,1.4,20.1,82.8,2770,10.3,-54.2,17.2,1.5,
Vazquez, Felipe,2019,L,958,16.7,86.8,2746,-11.4,-31.5,13.5,1.7,14.1,82.5,2784,-13.3,-48.1,14.8,1.6,
Porcello, Rick,2019,R,2960,18.6,84.3,2555,3.4,-34.9,6.2,1.7,12.5,74.9,2810,15.1,-58.3,16.9,1.7,
Sanchez, Aaron,2019,R,2303,,,,,,,,23.1,78.4,2841,14.8,-59.1,20,1.7,
Carrasco, Carlos,2019,R,1274,34.0,84.7,2729,2.4,-39.1,3.7,1.7,1.6,81.2,2886,9.3,-48.3,11.5,1.7,
Hill, Rich,2019,L,949,3.1,73.1,2828,-22.7,-56.2,23.2,1.9,42.1,74.5,2919,-18.5,-65.9,23.7,1.3,
Morgan, Adam,2019,L,463,38.0,81.3,2796,-11.5,-39.7,12.7,1.5,13.6,77.2,2994,-9.7,-57.4,13.3,1.8,
Stratton, Chris,2019,R,1245,24.0,84.5,2922,6.4,-40.1,6.9,1.6,13.0,77.1,3107,16.9,-57.2,19.8,1.6,
Lopez, Yoan,2019,R,865,39.4,84.3,2411,8.9,-39.8,9.7,2,,,,,,,,
McGee, Jake,2019,L,647,19.6,80.4,2031,-2.3,-44.1,3.1,1.4,,,,,,,,
Oberg, Scott,2019,R,898,43.3,85.6,2537,6.0,-38.7,6.5,1.5,,,,,,,,
Flynn, Brian,2019,L,513,41.7,82.4,2323,-4.2,-39.3,4.8,1.6,,,,,,,,
Gausman, Kevin,2019,R,1643,1.8,82.1,2264,1.3,-38.4,4.8,2.5,,,,,,,,
Kahnle, Tommy,2019,R,1026,3.8,83.4,2466,8.6,-39.6,9,1.5,,,,,,,,
Vincent, Nick,2019,R,747,0.8,83.5,2560,5.1,-40.7,5.6,1.4,,,,,,,,
Allard, Kolby,2019,L,837,,,,,,,,5.3,77.6,1884,-5.0,-55.5,9.9,1.5,
Irvin, Cole,2019,L,638,20.0,84.2,1943,-2.4,-32.8,7.4,1.6,2.6,76.4,1973,-1.3,-52.2,4.9,1.5,
Smith, Will,2019,L,1042,42.3,81.6,2333,-9.2,-41.2,9.8,1.5,9.0,77.1,2022,-9.5,-56.0,12.8,1.8,
Baez, Michel,2019,R,521,5.1,84.8,2071,2.4,-38.8,3.6,1.6,2.8,78.2,2062,4.2,-48.6,5.3,1.6,
Holland, Derek,2019,L,1473,29.5,81.1,2243,0.6,-38.5,5.2,1.6,4.2,77.7,2098,-0.8,-44.5,3.5,1.2,
Petit, Yusmeiro,2019,R,1137,,,,,,,,14.2,76.4,2125,11.6,-43.3,12.6,1.4,
Waguespack, Jacob,2019,R,1333,5.2,85.8,2121,5.0,-33.9,6.2,1.6,14.2,78.7,2168,1.7,-49.7,6.1,2.1,
Happ, J.A.,2019,L,2693,17.4,84.8,2191,-2.5,-32.4,7.4,1.8,0.8,81.0,2205,-3.3,-46.2,5,1.5,
Reyes, Gerardo,2019,R,458,24.2,88.1,2437,1.3,-34.4,4.2,2.6,1.7,82.3,2226,12.0,-45.5,12.9,1.5,
Martin, Brett,2019,L,1022,33.9,85.1,2276,-3.0,-37.7,4.2,1.7,13.7,80.9,2256,-3.0,-52.1,10.5,1.7,
LeBlanc, Wade,2019,L,1955,,,,,,,,10.8,72.5,2272,-13.2,-61.6,15.1,1.5,
Ramirez, Nick,2019,L,1322,,,,,,,,5.6,78.3,2281,-3.1,-55.4,9.9,1.3,
Clevinger, Mike,2019,R,2090,25.4,80.7,2516,16.8,-44.1,17.1,1.4,12.0,77.6,2310,8.6,-59.6,16,1.3,
Berrios, Jose,2019,R,3132,,,,,,,,28.8,81.2,2334,17.0,-45.2,17.4,2.1,
Cole, A.J.,2019,R,481,45.9,83.8,2374,1.6,-33.4,6.2,1.6,7.0,78.8,2349,4.9,-45.4,5.3,1.5,
Stammen, Craig,2019,R,1250,15.7,87.5,2341,2.0,-31.0,5.6,1.4,12.1,81.3,2363,7.6,-54.2,14.6,1.4,
Kela, Keone,2019,R,504,,,,,,,,43.8,81.9,2380,1.7,-47.3,7.1,1.7,
Anderson, Brett,2019,L,2659,18.6,81.9,2384,-4.6,-50.0,9.9,1.6,5.4,75.6,2393,-7.8,-65.4,17.3,1.8,
Eflin, Zach,2019,R,2571,30.7,87.1,2247,3.7,-29.8,7.9,2,5.3,77.9,2416,10.6,-53.2,13.1,1.3,
McRae, Alex,2019,R,497,19.7,87.2,2290,2.4,-30.1,7.1,1.5,13.4,80.0,2427,6.5,-49.6,9.1,1.4,
Iglesias, Raisel,2019,R,1115,30.6,84.1,2531,10.6,-38.1,11.2,1.8,,,,,,,,
Hernandez, Felix,2019,R,1216,8.9,83.8,2317,4.1,-37.8,5.2,1.1,35.1,79.3,2441,9.9,-53.1,13.1,1.5,
Velasquez, Vince,2019,R,2119,20.0,86.4,2467,5.8,-35.0,6.6,1.7,12.2,83.1,2475,4.7,-50.3,11.3,1.7,
Moronta, Reyes,2019,R,1037,34.6,83.4,2577,12.4,-38.9,12.8,1.7,,,,,,,,
Fry, Paul,2019,L,1076,46.2,83.9,2737,-15.5,-44.2,16.2,1.3,,,,,,,,
Lyles, Jordan,2019,R,2377,9.7,87.5,2333,4.4,-29.9,7.4,1.3,31.3,80.6,2491,5.8,-56.8,15.8,1.6,
Mills, Alec,2019,R,553,11.0,78.2,2609,15.1,-48.3,15.5,1.3,15.5,67.6,2511,14.5,-73.4,18.1,1.5,
Jackson, Edwin,2019,R,1315,25.1,85.7,2299,3.1,-36.1,4.4,1.8,2.7,77.9,2518,6.0,-53.6,9.7,1.9,
